state_name,city,medianHouseholdIncome
Washington,Monroe city,70270
New Mexico,Pleasanton CDP,70268
Louisiana,Start CDP,70265
Ohio,Forestville CDP,70265
South Dakota,Garretson city,70263
Washington,Black Diamond city,70259
Pennsylvania,Fairview CDP,70250
Pennsylvania,Jonestown borough,70250
Texas,Red Oak city,70250
South Carolina,Hilton Head Island town,70249
Wyoming,Moorcroft town,70234
California,Rodeo CDP,70227
Wisconsin,Summit Lake CDP,70227
California,Nipomo CDP,70226
North Carolina|Fuquay,Fuquay-Varina town,70226
Georgia,Appling CDP,70217
California,Rio Oso CDP,70208
Iowa,Silver City city,70208
Texas|K,K-Bar Ranch CDP,70188
Oregon,Hillsboro city,70180
Arkansas,Oakhaven town,70179
Illinois,Opdyke CDP,70179
New York,Chazy CDP,70179
Pennsylvania,Tipton CDP,70179
Vermont,Hyde Park village,70179
Washington|Clarkston Heights,Clarkston Heights-Vineland CDP,70167
Alaska,Sitka city and borough,70160
Oregon,Cedar Hills CDP,70153
California,Crest CDP,70150
Florida,Edgewood city,70150
Iowa,Maxwell city,70139
North Carolina,Fearrington Village CDP,70136
Virginia,Mount Hermon CDP,70136
Maryland,Owings Mills CDP,70130
Ohio,New Bremen village,70122
Texas,Combine city,70114
Oklahoma,North Enid town,70096
Ohio,Highpoint CDP,70078
Washington,Summitview CDP,70078
Wisconsin,Johnson Creek village,70074
Texas,Carrollton city,70072
Arizona,Rio Verde CDP,70069
Ohio,Elida village,70069
Ohio,Lithopolis village,70069
Ohio,Mentor city,70058
California|Larkfield,Larkfield-Wikiup CDP,70040
Mississippi,Hurley CDP,70038
Massachusetts,Marion Center CDP,70030
Alaska,Cold Bay city,70000
Alaska,Seward city,70000
Connecticut,Portland CDP,70000
Georgia,Henderson CDP,70000
Hawaii,Mokuleia CDP,70000
Illinois,Grand Ridge village,70000
Kentucky,Verona CDP,70000
Minnesota,Nerstrand city,70000
Missouri,Pasadena Hills city,70000
Nebraska,Battle Creek city,70000
New Jersey,Bordentown city,70000
New York,Elba village,70000
New York,Macedon village,70000
North Carolina,Seven Lakes CDP,70000
North Dakota,Brocket city,70000
North Dakota,Courtenay city,70000
North Dakota,Walcott city,70000
Pennsylvania,Wellsville borough,70000
South Carolina,McClellanville town,70000
Texas,Cove city,70000
Utah,Naples city,70000
Virginia,Irvington town,70000
Virginia,Chesapeake city,69978
Alabama,Clay city,69973
Illinois,Port Byron village,69940
Hawaii,Kapaa CDP,69938
Illinois,Berkeley village,69938
North Carolina,Lake Park village,69926
Illinois,Hanover Park village,69922
Texas,Potosi CDP,69919
Missouri,Pasadena Park village,69904
Iowa,Alburnett city,69896
Minnesota,Inver Grove Heights city,69893
Georgia,Indian Springs CDP,69886
Ohio,Fort Loramie village,69886
Missouri,Cleveland city,69875
Alaska,Womens Bay CDP,69866
Maryland,St. James CDP,69861
Minnesota,Wayzata city,69854
Washington,Richland city,69833
California,Deer Park CDP,69821
Indiana,Clermont town,69821
Iowa,Park View CDP,69821
Maryland,Mount Briar CDP,69821
New York,West Elmira CDP,69808
Alaska,North Pole city,69806
Colorado,Westminster city,69805
Alabama,Odenville town,69792
Arizona,Saddlebrooke CDP,69792
Hawaii,Waialua CDP,69792
Mississippi,Learned town,69792
Oklahoma,Nash town,69792
New Jersey,Red Bank borough,69778
Pennsylvania,Jenkintown borough,69750
Massachusetts,Weymouth Town city,69744
Maryland,Bel Air town,69733
Massachusetts,Attleboro city,69732
Montana,West Glendive CDP,69722
Nebraska,St. Libory CDP,69722
California,Healdsburg city,69709
Maryland,Downsville CDP,69706
Missouri,Twin Oaks village,69688
North Carolina,Pine Knoll Shores town,69688
California,East Whittier CDP,69676
Ohio,Sunbury village,69671
Pennsylvania,Dauberville CDP,69671
New Hampshire,Portsmouth city,69664
Maryland,Solomons CDP,69659
New Mexico,San Pedro CDP,69659
Iowa,Orange City city,69653
New York,Holland Patent village,69643
Pennsylvania,Penn Lake Park borough,69643
New York,Fairport village,69632
New York,Poestenkill CDP,69625
Pennsylvania,Sewickley borough,69625
New Jersey,Kingston Estates CDP,69616
New York,Spencerport village,69612
Hawaii,Wailua Homesteads CDP,69602
California,Atascadero city,69587
Illinois,Langleyville CDP,69583
Ohio,Berkey village,69583
Ohio,Brookfield Center CDP,69583
Texas,Coahoma town,69583
Texas,Rose Hill Acres city,69583
Ohio,Pataskala city,69574
Nevada,Enterprise CDP,69572
California,March ARB CDP,69559
Pennsylvania,Marion CDP,69559
Alabama,Chunchula CDP,69537
Iowa,Sherrill city,69531
Indiana,Schererville town,69525
Pennsylvania,Kenilworth CDP,69524
Illinois,Mount Prospect village,69517
Virginia,Emory CDP,69514
Utah,West Jordan city,69503
Hawaii,Kaaawa CDP,69500
Illinois,Pesotum village,69500
Kentucky,McCarr CDP,69500
Wisconsin,Caledonia village,69500
Utah,American Fork city,69493
Iowa,Dallas Center city,69474
Ohio,Sciotodale CDP,69474
Ohio,Tontogany village,69464
Texas,Crandall city,69464
Iowa,Slater city,69457
New York,Brentwood CDP,69457
Oregon,Warren CDP,69453
Washington,Burbank CDP,69432
Alabama,Mount Olive CDP (Jefferson County),69429
Oregon,Raleigh Hills CDP,69423
Pennsylvania,Jeddo borough,69423
Texas,Jones Creek village,69423
Minnesota,North Branch city,69419
Colorado,Thornton city,69417
Ohio,Dundee CDP,69402
California,Fairfield city,69396
Illinois,Monee village,69381
California,Hood CDP,69375
California,Talmage CDP,69375
Iowa,St. Benedict CDP,69375
Nevada,Moapa Town CDP,69375
New York,Copake Lake CDP,69375
North Carolina,Ocean Isle Beach town,69375
Ohio,South Canal CDP,69375
Utah,Toquerville city,69375
Washington,Vashon CDP,69364
Ohio,Loveland city,69355
New York,East Patchogue CDP,69353
Minnesota,Bayport city,69345
Nebraska,Arlington village,69342
Pennsylvania,Fairhope CDP,69338
Pennsylvania,Westmont borough,69338
Connecticut,Stratford CDP,69336
North Carolina,Mint Hill town,69336
Arizona,Sahuarita town,69333
Pennsylvania,Eagleville CDP (Montgomery County),69331
Maryland,Garretts Mill CDP,69327
Wisconsin,Potter Lake CDP,69323
Florida,Gonzalez CDP,69308
New York,Viola CDP,69306
Louisiana,Hayes CDP,69303
Texas,Andrews city,69303
Oregon,Black Butte Ranch CDP,69302
Alaska,Haines CDP,69292
Pennsylvania,Hilldale CDP,69286
Texas,Oak Ridge town (Kaufman County),69286
Maryland,Havre de Grace city,69284
Washington,Fircrest city,69278
Wisconsin,Maine village,69276
Texas,Hideaway city,69267
California,Dollar Point CDP,69265
California,Solvang city,69261
Kansas,Coyville city,69250
Minnesota,Vernon Center city,69250
Oregon,Camp Sherman CDP,69250
Pennsylvania,Rogersville CDP,69250
Utah,Maeser CDP,69245
California,Lake Mathews CDP,69231
Pennsylvania,Lampeter CDP,69221
Minnesota,Hampton city,69219
Alaska,Pleasant Valley CDP,69205
Texas,Ingleside on the Bay city,69191
Pennsylvania,South Park Township CDP,69190
Indiana,Shepardsville CDP,69183
Missouri,Agency village,69167
Ohio,Walton Hills village,69167
Utah,Paradise town,69167
New York,Walden village,69111
Nebraska,Bennet village,69107
North Carolina,Banner Elk town,69107
Ohio,Anna village,69107
Texas,Weston city,69107
New Jersey,Washington borough,69097
Virginia,Apple Mountain Lake CDP,69089
Minnesota,Lonsdale city,69081
Alaska,Ester CDP,69076
Texas,Nassau Bay city,69070
California,Los Osos CDP,69056
Minnesota,Rice city,69044
Virginia,Belspring CDP,69042
Maryland,Madison CDP,69038
Idaho,Blanchard CDP,69028
Nebraska,Lakeview CDP,69028
Missouri,Kearney city,69010
Indiana,Tecumseh CDP,69000
Utah,Bear River City city,69000
New Jersey,Stratford borough,68990
Wyoming,Diamondville town,68984
Ohio,Harbor Hills CDP,68967
Pennsylvania,Shrewsbury borough,68966
Kansas,Derby city,68965
New York,Freeport village,68963
Alabama,Morris town,68958
New York,Elbridge village,68958
New Jersey,South Toms River borough,68953
New Hampshire,Nashua city,68944
Pennsylvania,Linntown CDP,68942
New York,Middle Island CDP,68931
Illinois,Coyne Center CDP,68929
Illinois,Holiday Hills village,68917
Oklahoma,Choctaw city,68907
Massachusetts,Somerset CDP,68900
Arizona,Maricopa city,68888
Alaska,Big Lake CDP,68875
Pennsylvania,Mammoth CDP,68875
Massachusetts,Milford CDP,68867
Iowa,St. Charles city,68864
Pennsylvania,Schubert CDP,68846
Illinois,Beach Park village,68838
Oklahoma,Mustang city,68837
Nevada,Moapa Valley CDP,68828
West Virginia,Pinch CDP,68828
Pennsylvania,Media borough,68827
North Carolina,Kure Beach town,68819
North Carolina,Washington Park town,68819
Maryland,Lexington Park CDP,68818
Texas,Lake Dallas city,68785
Ohio,North Ridgeville city,68778
Maryland,Seabrook CDP,68776
Alabama,Meridianville CDP,68775
Alabama,Moores Mill CDP,68768
Alabama,Dauphin Island town,68750
Alabama,Needham town,68750
Florida,Berrydale CDP,68750
Georgia,Robins AFB CDP,68750
Hawaii,Kawela Bay CDP,68750
Illinois,Ellsworth village,68750
Illinois,St. Libory village,68750
Illinois,Stoy village,68750
Iowa,Hartwick city,68750
Iowa,Lawton city,68750
Iowa,Luther city,68750
Iowa,Luzerne city,68750
Iowa,Willey city,68750
Kansas,Garden Plain city,68750
Minnesota,Bethel city,68750
Minnesota,Clontarf city,68750
Minnesota,Gilman city,68750
Mississippi,Kearney Park CDP,68750
Missouri,Pierpont village,68750
Nevada,Virginia City CDP,68750
New Jersey,Kingston CDP,68750
New Jersey,Spring Lake Heights borough,68750
New York,Retsof CDP,68750
Ohio,Connorville CDP,68750
Oklahoma,Felt CDP,68750
South Dakota,Naples town,68750
South Dakota,Trent town,68750
Texas,Dripping Springs city,68750
Texas,Round Top town,68750
Texas,Taylor Landing city,68750
Texas,Villarreal CDP,68750
West Virginia,Helvetia CDP,68750
West Virginia,Sand Fork town,68750
Maryland,Forestville CDP,68730
Missouri,Olivette city,68700
California,Ben Lomond CDP,68679
Kentucky,Fairview CDP,68676
California,Valinda CDP,68659
New York,Tuckahoe village,68648
Indiana,Brownsburg town,68647
Connecticut,Falls Village CDP,68636
Georgia,Sandy Springs city,68629
Washington,North Marysville CDP,68611
Nebraska,Chalco CDP,68607
California,Loma Rica CDP,68597
Oklahoma,Broken Arrow city,68596
Kentucky,Lakeside Park city,68594
Louisiana,Luling CDP,68594
Minnesota,St. Paul Park city,68586
Arizona,New River CDP,68568
Pennsylvania|Village Green,Village Green-Green Ridge CDP,68567
South Carolina,James Island town,68564
Indiana,Waldron CDP,68563
Kansas,Mulvane city,68560
Connecticut,Deep River Center CDP,68553
Missouri,Barnhart CDP,68545
Colorado,Minturn town,68542
New York,Germantown CDP,68542
Washington,Allyn CDP,68538
California,Beckwourth CDP,68529
Alabama,Graham CDP,68523
Utah,Ballard town,68523
California,Monterey city,68511
Utah,Layton city,68507
Michigan,Royal Oak city,68504
California,Alpine Village CDP,68500
Delaware,Ardencroft village,68500
Ohio,Etna CDP,68500
Kentucky,Cold Spring city,68483
Missouri,Liberty city,68480
Rhode Island,Tiverton CDP,68477
Pennsylvania,Fleetwood borough,68476
Arizona,Wintersburg CDP,68472
Indiana,Laconia town,68472
New York,Copiague CDP,68468
Maryland,Landover Hills town,68466
New Mexico,Paradise Hills CDP,68463
Illinois,Edwardsville city,68454
Hawaii,Wailuku CDP,68453
Pennsylvania,Pleasant Hills borough,68453
Tennessee,Tellico Village CDP,68453
Minnesota,St. Louis Park city,68451
Iowa,Wahpeton city,68438
Massachusetts,Holland CDP,68438
New Mexico,Tesuque CDP,68438
Colorado,Rangely town,68429
Virginia,Triangle CDP,68423
Kentucky,Fort Wright city,68422
Tennessee,Kingston Springs town,68415
Illinois,Crete village,68398
New Jersey,Somerville borough,68393
California,Beaumont city,68369
Wisconsin,Hartland village,68364
Texas,Wimberley city,68359
Pennsylvania,Amity Gardens CDP,68355
Oklahoma,Blanchard city,68342
California,Shaver Lake CDP,68333
Iowa,Welton city,68333
Kentucky,Fort Thomas city,68333
Minnesota,Dumont city,68333
Nebraska,South Bend village,68333
South Carolina,Northlake CDP,68333
Washington,Indianola CDP,68313
California,Soulsbyville CDP,68304
Maryland,Laurel city,68304
Texas,Dickinson city,68300
Pennsylvania,Kiskimere CDP,68295
Georgia,Woodstock city,68286
Florida,San Antonio city,68281
Michigan,Glen Arbor CDP,68281
Montana,Worden CDP,68276
Massachusetts,Rockport CDP,68274
New Jersey,Hightstown borough,68271
Hawaii,Kihei CDP,68267
New York,Peru CDP,68243
Pennsylvania,South Temple CDP,68235
Ohio,St. Clairsville city,68234
California,Stallion Springs CDP,68225
Michigan,Pinckney village,68214
Wisconsin,Adell village,68203
Minnesota,Kasson city,68199
Pennsylvania,Connoquenessing borough,68194
Kentucky,Crestview Hills city,68186
Wisconsin,Lake Hallie village,68179
Utah,Wellsville city,68177
New Jersey,Barrington borough,68167
Ohio,New Franklin city,68161
Texas,Cedar Hill city,68150
California,Hayward city,68138
Alaska,Bettles city,68125
Arizona,Pinion Pines CDP,68125
California,Edna CDP,68125
Illinois,Sciota village,68125
Iowa,Palo city,68125
Louisiana,Chackbay CDP,68125
Montana,Cardwell CDP,68125
New Jersey,Newfield borough,68125
North Dakota,Erie CDP,68125
Oklahoma,Forest Park town,68125
Pennsylvania,Glenburn CDP,68125
Pennsylvania,Orwin CDP,68125
Utah,Scipio town,68125
California,San Diego city,68117
Louisiana,Belmont CDP,68109
Massachusetts,Williamstown CDP,68094
Florida,Royal Palm Beach village,68091
Illinois,Chesterfield village,68088
Wyoming,Dayton town,68088
Florida,Destin city,68078
South Carolina,India Hook CDP,68077
Wisconsin,Lake Wissota CDP,68049
Florida,Malabar town,68047
North Carolina,Swepsonville town,68047
Washington,Brady CDP,68043
Minnesota,Avon city,68036
Montana,Beaver Creek CDP,68036
New York,Unionville village,68036
Pennsylvania,Susquehanna Trails CDP,68036
Maryland,Tolchester CDP,68029
New York,Amenia CDP,68021
Illinois,Skokie village,68015
Wisconsin,Ixonia CDP,68009
Arizona,Gold Canyon CDP,68007
Arkansas,Rye CDP,68000
Minnesota,Minneiska city,68000
Montana,Amsterdam CDP,68000
Texas,Emerald Bay CDP,68000
Minnesota,Oakdale city,67991
California,Boyes Hot Springs CDP,67983
Alaska,Fritz Creek CDP,67969
Montana,Big Sky CDP,67969
Pennsylvania,Conyngham borough,67969
Michigan,Lambertville CDP,67940
Georgia,Woolsey town,67917
Minnesota,West Union city,67917
Pennsylvania,Mapletown CDP,67917
Pennsylvania,Trucksville CDP,67902
New York,Eggertsville CDP,67896
Illinois,Lake Catherine CDP,67891
New Hampshire,Canaan CDP,67875
Ohio,Mitiwanga CDP,67875
Ohio,Richfield village,67875
New Jersey,Haledon borough,67872
Maryland,Capitol Heights town,67863
California,El Cerrito CDP,67857
Wisconsin,Park Ridge village,67857
Wisconsin,Oak Creek city,67845
Texas,Morgan's Point Resort city,67837
New Jersey,Highland Park borough,67829
Pennsylvania,Sanatoga CDP,67820
California,Lake Almanor Country Club CDP,67813
Kansas,Cheney city,67813
Wisconsin,Mount Horeb village,67793
Colorado,Commerce City city,67787
North Carolina,Clemmons village,67783
North Carolina,Stem town,67778
Wisconsin,Tainter Lake CDP,67778
Colorado,Aspen city,67776
New Jersey,Carteret borough,67776
Washington,Brush Prairie CDP,67768
New York,Chester village,67756
Minnesota,Monticello city,67752
Indiana,Cannelburg town,67750
Iowa,Newhall city,67750
Kentucky,Fairfield city,67750
Kentucky,Woodlawn Park city,67750
Minnesota,Stockton city,67750
North Carolina,Beech Mountain town,67750
North Dakota,Kindred city,67750
Ohio,Marblehead village,67750
Tennessee,Baneberry city,67750
Maryland,Temple Hills CDP,67735
Wisconsin,Middleton city,67729
Tennessee,Oak Grove CDP (Sumner County),67727
Virginia,Virginia Beach city,67719
Illinois,Symerton village,67708
West Virginia,Clearview village,67708
West Virginia,Holden CDP,67708
Florida,Coral Springs city,67702
Pennsylvania,Perkasie borough,67700
Alabama,Movico CDP,67679
Pennsylvania,Friendsville borough,67679
Texas,Valley View city,67679
New Hampshire,Hooksett CDP,67675
New York,Marlboro CDP,67674
Oregon,Aloha CDP,67673
New Hampshire,Hillsborough CDP,67647
Minnesota,Lindstrom city,67642
Idaho,Dalton Gardens city,67625
Oklahoma,Union City town,67614
Louisiana,Deville CDP,67609
Pennsylvania,Brownstown CDP,67589
Texas,McDade CDP,67589
Maryland,Fruitland city,67583
New York,West Hurley CDP,67583
Alaska,Kodiak city,67571
California,West Carson CDP,67562
Massachusetts,Salisbury CDP,67554
Michigan,Bath CDP,67554
Virginia,Warrenton town,67553
North Carolina,Ruffin CDP,67552
New York,East Aurora village,67551
Ohio,Vaughnsville CDP,67548
Minnesota,Clearwater city,67546
New York,New Windsor CDP,67533
New York,Eden CDP,67525
Oregon,Ruch CDP,67525
Hawaii,Waimea CDP (Hawaii County),67524
Florida,Plantation city,67510
Massachusetts,Holbrook CDP,67508
Alaska,Nelson Lagoon CDP,67500
Maine,North Windham CDP,67500
Maryland,Bagtown CDP,67500
Michigan,Chelsea city,67500
Minnesota,Mendota city,67500
New Jersey,Corbin City city,67500
Oklahoma,Fair Oaks town,67500
Pennsylvania,Moscow borough,67500
Texas,Leroy city,67500
Texas,Star Harbor city,67500
Washington,Port Ludlow CDP,67500
Washington,Steilacoom town,67500
Maryland,Ocean Pines CDP,67485
Minnesota,Bloomington city,67473
Massachusetts,Smith Mills CDP,67451
Pennsylvania,Cherryville CDP,67438
Alaska,Soldotna city,67434
California,Whittier city,67431
Nebraska,Sutherland village,67431
Connecticut,Danbury city,67430
Minnesota,Barnesville city,67414
California,North El Monte CDP,67392
California,Chalfant CDP,67386
Massachusetts,North Westport CDP,67377
California,Charter Oak CDP,67375
Wisconsin,Abrams CDP,67375
Iowa,Princeton city,67361
Iowa,Raymond city,67361
Texas,Scurry town,67361
Oklahoma,Bethel Acres town,67353
Pennsylvania,Brookhaven borough,67348
Minnesota,Long Beach city,67344
Oklahoma,Owasso city,67340
New York,North Lindenhurst CDP,67337
Florida,Burnt Store Marina CDP,67326
Alaska,Buffalo Soapstone CDP,67321
Arkansas,Haskell city,67321
Maryland,Burkittsville town,67321
Minnesota,Madison Lake city,67321
California,Burbank city,67317
Iowa,Marion city,67308
Kansas,Rose Hill city,67308
Utah,Benjamin CDP,67308
California,Clay CDP,67305
California,Bolinas CDP,67300
Alaska,Denali Park CDP,67292
Delaware,Dewey Beach town,67292
Louisiana,Blanchard town,67292
Utah,River Heights city,67292
New Hampshire,Loudon CDP,67279
California,Live Oak CDP,67257
Maryland,Church Hill town,67250
New York,Speculator village,67250
North Dakota,Killdeer city,67250
Wisconsin,Belgium village,67245
Massachusetts,White Island Shores CDP,67240
Utah,Bluebell CDP,67237
Illinois,Bourbonnais village,67236
Texas,Bridge City city,67236
California,Winters city,67229
Indiana,Roanoke town,67222
New York,Minetto CDP,67222
North Dakota,Lansford city,67222
Pennsylvania,Churchtown CDP,67222
Utah,Honeyville city,67222
Washington,Minnehaha CDP,67222
Florida,Navarre CDP,67215
Pennsylvania,Pennsburg borough,67196
Oregon,Dundee city,67194
Nebraska,Malcolm village,67188
Ohio,North Perry village,67188
Texas,Enchanted Oaks town,67188
Wisconsin,Hatley village,67188
Arkansas,Marion city,67178
California,Burbank CDP,67177
California,El Sobrante CDP (Contra Costa County),67175
California,Monrovia city,67167
North Carolina,Knightdale town,67167
Pennsylvania,Landisville CDP,67163
Maryland,Greenbelt city,67162
South Carolina,Bluffton town,67157
Nebraska,Abie village,67143
New York,Mannsville village,67143
Pennsylvania,Zion CDP,67137
Colorado,Littleton city,67133
Illinois,Sycamore city,67132
Maryland,Peppermill Village CDP,67125
Utah,Spanish Fork city,67125
California,Fullerton city,67110
New Jersey,Madison Park CDP,67109
Michigan,Byron Center CDP,67090
Michigan,Advance CDP,67083
Montana,Crane CDP,67083
Pennsylvania,Kulpsville CDP,67080
Florida,Key Vista CDP,67067
Louisiana,Paulina CDP,67060
Michigan,Leland CDP,67054
Illinois,Willowbrook village,67047
New Jersey,Manahawkin CDP,67042
Florida,Conway CDP,67039
South Dakota,Hartford city,67031
Louisiana,Meraux CDP,67028
Louisiana,Monticello CDP,67028
Washington,Marysville city,67027
Mississippi,New Hope CDP,67016
Louisiana,Village St. George CDP,67006
Illinois,Breese city,67005
Mississippi,Olive Branch city,67004
New York,Brighton CDP,67002
Georgia,Flemington city,67000
Minnesota,Buffalo city,67000
Montana,Elliston CDP,67000
Pennsylvania,Vicksburg CDP,66976
Missouri,Village of Four Seasons village,66974
Utah,Harrisville city,66972
New Hampshire,Exeter CDP,66964
California,Chula Vista city,66956
New York,Bay Shore CDP,66956
Michigan,Caledonia village,66953
North Carolina,Cramerton town,66953
New Hampshire,Contoocook CDP,66932
Florida,Cutler Bay town,66929
Colorado,Ouray city,66923
California,Santa Barbara city,66916
Kentucky,Cayce CDP,66898
Nebraska,Gretna city,66890
California,North Fair Oaks CDP,66884
Alaska,Yakutat CDP,66875
Maryland,Preston town,66875
North Carolina,Duck town,66875
North Dakota,Manvel city,66875
Pennsylvania,Cross Roads borough,66875
Virginia,Pantops CDP,66875
Illinois,Herscher village,66838
Ohio,Camp Dennison CDP,66838
Texas,Harker Heights city,66837
Kansas,Spring Hill city,66825
Minnesota,Jordan city,66818
New Jersey,Hampton borough,66818
North Carolina,Creedmoor city,66818
Virginia,Palmyra CDP,66818
Michigan,Pearl Beach CDP,66817
Texas,Spring CDP,66815
New York,Valatie village,66806
Texas,Warren CDP,66806
Maine,Scarborough CDP,66804
Georgia,Fayetteville city,66793
Wisconsin,Ashippun CDP,66786
New Jersey,Hackettstown town,66782
New Jersey,Barnegat CDP,66774
Missouri,St. Martins city,66771
Florida,Odessa CDP,66769
Minnesota,Eyota city,66765
Iowa,Treynor city,66761
Washington,Hansville CDP,66761
Texas,Tierra Verde CDP,66758
Maryland,White Oak CDP,66752
California,Lake Almanor Peninsula CDP,66750
Florida,Fort Green CDP,66750
Kentucky,Brownsboro Village city,66750
Minnesota,Foreston city,66750
New Jersey,Harmony CDP,66750
Utah,Henefer town,66750
Utah,Scofield town,66750
Washington,Waller CDP,66750
South Carolina,Fort Mill town,66748
Washington,Milton city,66744
Ohio,Amherst city,66731
Vermont,South Burlington city,66728
South Dakota,Worthing city,66719
Texas,White Deer town,66719
Ohio,Canfield city,66716
Indiana,New Palestine town,66711
Rhode Island|Wakefield,Wakefield-Peacedale CDP,66711
California,Green Valley CDP (Solano County),66710
Illinois,Gardner village,66705
Florida,Northdale CDP,66703
California,Las Lomas CDP,66693
Massachusetts,West Yarmouth CDP,66673
Iowa,Osterdock city,66667
Iowa,Runnells city,66667
Texas,DISH town,66667
Ohio,Green city,66656
Connecticut,Clinton CDP,66641
New Jersey,Glassboro borough,66625
Washington,Rainier city,66620
Washington,Arlington city,66615
Iowa,Oakland city,66607
Rhode Island,Warwick city,66602
Maine,Topsham CDP,66598
New Jersey,Union Beach borough,66596
California,Sunnyside CDP,66591
Georgia,Calvary CDP,66591
Delaware,Lewes city,66583
Alabama,Homewood city,66573
Florida,Manasota Key CDP,66563
Georgia,Moreland town,66563
Maryland,Darlington CDP,66563
Massachusetts,Monument Beach CDP,66563
Ohio,Osgood village,66563
South Dakota,Butler town,66563
Texas,Crowley city,66559
Pennsylvania,Palmer Heights CDP,66556
Georgia,Peachtree Corners city,66553
Illinois,Millstadt village,66537
Florida,Oriole Beach CDP,66536
California,West Puente Valley CDP,66532
New Jersey,New Egypt CDP,66528
New York,Nassau village,66528
California,Ramona CDP,66523
Utah,Uintah town,66518
California,Redlands city,66514
Washington,Mountlake Terrace city,66512
Washington,Alderton CDP,66504
Delaware,Viola town,66500
Georgia,Sharpsburg town,66500
New York,Billington Heights CDP,66500
Pennsylvania,Nuangola borough,66500
Florida,Riverview CDP,66495
Connecticut,Windsor Locks CDP,66494
Florida,Whitfield CDP (Manatee County),66491
Pennsylvania,Sellersville borough,66490
Mississippi,Hernando city,66486
New York,Mariaville Lake CDP,66484
Massachusetts,North Seekonk CDP,66481
New York,Central Islip CDP,66467
New Jersey,Rahway city,66457
Kentucky|Graymoor,Graymoor-Devondale city,66452
Texas,Benbrook city,66448
Pennsylvania,Paoli CDP,66446
Virginia,Stafford Courthouse CDP,66445
California,Brookdale CDP,66436
Wisconsin,Grafton village,66436
Illinois,Kaneville village,66429
New Mexico,San Pablo CDP,66429
Michigan,Saline city,66419
Ohio,Dry Ridge CDP,66419
California,Hidden Valley Lake CDP,66411
North Dakota,Buffalo city,66406
Pennsylvania,Alfarata CDP,66406
Utah,Meadow town,66406
Maryland,Taneytown city,66392
New Jersey,Ship Bottom borough,66389
Ohio,East Liberty CDP,66389
Minnesota,Hermantown city,66386
Ohio,Kenwood CDP,66386
New York,Great Neck Plaza village,66384
Pennsylvania,Eddington CDP,66382
Arkansas,Vilonia city,66380
New Jersey,Folsom borough,66379
North Carolina,Montreat town,66375
Arizona,Williamson CDP,66366
Colorado,Beulah Valley CDP,66364
Ohio,Meyers Lake village,66354
Washington,Clear Lake CDP (Skagit County),66354
Connecticut,Oakville CDP,66348
New Jersey,Belmar borough,66346
New Jersey,Upper Pohatcong CDP,66339
South Dakota,Meadow View Addition CDP,66328
Maryland,Indian Head town,66314
Minnesota,Coon Rapids city,66313
Vermont,Wilder CDP,66307
New Jersey,Bound Brook borough,66300
Minnesota,Janesville city,66296
Wisconsin,Port Washington city,66296
New Jersey,South Amboy city,66294
New Jersey,Wharton borough,66284
Wisconsin,Hales Corners village,66274
New York,Mount Kisco village,66265
Delaware,Bear CDP,66250
Florida|Grant,Grant-Valkaria town,66250
Illinois,Essex village,66250
Illinois,Menominee village,66250
Indiana,Kingsbury town,66250
Indiana,Shadeland town,66250
Indiana,Whiteland town,66250
Iowa,Colwell city,66250
Iowa,Lone Rock city,66250
Michigan,Morrice village,66250
Michigan,Stony Point CDP,66250
Minnesota,Medford city,66250
Minnesota,Regal city,66250
Minnesota,St. Anthony city (Stearns County),66250
Nebraska,Ceresco village,66250
Nebraska,Elyria village,66250
Ohio,Milan village,66250
Oklahoma,Chester CDP,66250
Oregon,Crawfordsville CDP,66250
South Dakota,Lake Poinsett CDP,66250
South Dakota,St. Lawrence town,66250
Tennessee,Bell Buckle town,66250
Tennessee,Coopertown town,66250
Utah,Kenilworth CDP,66250
Virginia,Fishersville CDP,66250
Washington,Grapeview CDP,66250
West Virginia,Harpers Ferry town,66250
Wisconsin,Knowlton CDP,66250
Wisconsin,Mount Calvary village,66250
Minnesota,Burnsville city,66225
North Dakota,Casselton city,66223
New Jersey,Jamesburg borough,66221
Pennsylvania,Oak Hills CDP,66211
Maryland,Frederick city,66206
Ohio,North Royalton city,66189
Utah,Peter CDP,66184
Pennsylvania,Hatboro borough,66176
New Jersey,Roselle Park borough,66168
Alaska,Cooper Landing CDP,66167
Alaska,Kodiak Station CDP,66167
Arizona,Peoria city,66163
Maryland,Bryantown CDP,66161
New Jersey,Margate City city,66154
North Carolina,Rougemont CDP,66154
Ohio,Castalia village,66154
Utah,North Logan city,66150
Wisconsin,Allouez village,66149
Louisiana,Erwinville CDP,66136
Pennsylvania,Refton CDP,66136
Wisconsin,Lake Wazeecha CDP,66131
New Jersey,Palmyra borough,66130
Illinois,Mount Zion village,66125
Wisconsin,Combined Locks village,66121
New York,Averill Park CDP,66118
Alabama,Vance town,66111
Hawaii,Waimea CDP (Kauai County),66111
Pennsylvania,Aspinwall borough,66108
Louisiana,Ama CDP,66094
California,Rancho Mirage city,66083
Colorado,Snowmass Village town,66082
North Carolina,Red Oak town,66081
Ohio,Stow city,66079
Iowa,Eldridge city,66078
New York,West Haverstraw village,66076
Pennsylvania,Green Hills borough,66071
Texas,Canadian city,66065
Pennsylvania,McGovern CDP,66063
Washington,Renton city,66050
Kansas,Holcomb city,66042
